TEIDESAT.Time,TEIDESAT.TTGregorian,TEIDESAT.Earth.Latitude,TEIDESAT.Earth.Longitude,TEIDESAT.Earth.Altitude,TEIDESAT.Propagator1_ForceModel.Acceleration,TEIDESAT.Propagator1_ForceModel.AccelerationX,TEIDESAT.Propagator1_ForceModel.AccelerationY,TEIDESAT.Propagator1_ForceModel.AccelerationZ
1150.55,26 Sep 2024 12:06:30.952,-30.12321911524497,-94.9971550464119,262.6792340736374,0.009056531160669363,0.0002591099783390266,-0.007836101729427045,0.004533114643307708
1150.64,26 Sep 2024 12:08:27.891,-23.62009556592682,-90.56419904232027,261.5677400628147,0.009057988355217959,0.0009826602157804517,-0.008246261431837104,0.003616725638112786
1150.74,26 Sep 2024 12:10:28.151,-16.77936943655957,-86.49193852822164,260.7284026442148,0.009058927238642225,0.001707827178123862,-0.00850712999189783,0.002603118964939553
1150.83,26 Sep 2024 12:12:27.003,-9.921180703421102,-82.78102766054258,260.2970010873396,0.00905913920254163,0.002391471486442088,-0.008599186274266675,0.001550116976561666
1150.92,26 Sep 2024 12:14:27.034,-2.941305749991978,-79.20806518237903,260.3286071188013,0.009058530774666422,0.003034762397467617,-0.008522858743333198,0.0004561532940625187
1151.02,26 Sep 2024 12:16:25.427,3.957957671602963,-75.73432681411811,260.8472806782729,0.009057092208761393,0.003610297614565042,-0.008282384663165072,-0.0006314861072424979
1151.11,26 Sep 2024 12:18:21.131,10.67978939736136,-72.27705757250847,261.8107803089506,0.009054922683170773,0.004105383497588007,-0.007893533666414274,-0.001682134772578309
1151.2,26 Sep 2024 12:20:20.842,17.57465610062047,-68.51368887014281,263.2325777735459,0.009051993689007075,0.00453777548897927,-0.007339276429353705,-0.002735361923215277
1151.3,26 Sep 2024 12:22:20.797,24.37748933505359,-64.40930375523131,265.0034380069019,0.009048533349104045,0.004881361083978786,-0.006640313726376215,-0.003735572694107982
1151.39,26 Sep 2024 12:24:21.539,31.05960766793175,-59.75934923744559,267.0159402662757,0.009044743248869185,0.005130024309448903,-0.005806184547224826,-0.004666738906988012
1151.49,26 Sep 2024 12:26:21.406,37.45110244992345,-54.39391031582545,269.1016800838725,0.009040927489269972,0.005276002318616052,-0.004865434245098256,-0.005498155964213877
1151.58,26 Sep 2024 12:28:21.874,43.51959169671646,-47.93659373392275,271.1343096783339,0.009037301761156667,0.005319033959720587,-0.003825866098992034,-0.006224423623929206
1151.67,26 Sep 2024 12:30:21.702,49.03849407083354,-40.05334747111751,272.9433907403654,0.0090341544076662,0.005258350598500267,-0.002718693177748234,-0.006824544105658028
1151.77,26 Sep 2024 12:32:22.911,53.84923111415055,-30.12667346006626,274.4180430575343,0.009031664812423058,0.005093574140131775,-0.001546532637555178,-0.00729621193249746
1151.86,26 Sep 2024 12:34:22.788,57.50341513755654,-18.0141759773014,275.4105670269319,0.009030072504683247,0.004831788173964935,-0.0003580215833820453,-0.007620226573245809
1151.95,26 Sep 2024 12:36:22.901,59.66088753529378,-3.718830101210122,275.8579349143347,0.009029474235437781,0.004476130469053571,0.0008392439270015502,-0.007796879543986554
1152.05,26 Sep 2024 12:38:22.790,59.98782315005214,11.66886584365999,275.7144111363241,0.009029939725703406,0.00403477333816345,0.002018031553128973,-0.007822273595960305
1152.14,26 Sep 2024 12:40:22.075,58.4448877642552,26.41718851197789,274.9839746378093,0.009031457792502078,0.003518251162442298,0.003152704326471615,-0.007697375789551078
1152.24,26 Sep 2024 12:42:22.255,55.25676007885536,39.3681957892295,273.6944793099083,0.00903398556836974,0.002929517420432054,0.00423571150522563,-0.007422234904487804
